ex_id,rd_id,status,stage,name,hypothesis_summary,config_paths,result_paths,file,decision_ids,created_at_utc,updated_at_utc,novice_summary,next_action
EX-20260521T000000Z-mig-R202605210069BE6D,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260521-006 ETF双池动量质量因子准入,旧库机械迁移，待复核,configs/research/R20260521-006/,results/v2/research/R20260521-006/,04_实验记录/EX-20260521T000000Z-mig-R202605210069BE6D_R20260521-006ETF双池动量质量因子准入.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260521T000000Z-mig-R20260521006GOV174B0,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,I20260521-007 动量质量因子准入,旧库机械迁移，待复核,N/A,N/A,04_实验记录/EX-20260521T000000Z-mig-R20260521006GOV174B0_I20260521-007动量质量因子准入.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260521T000000Z-mig-R20260521007B9B96,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260521-007 平滑上涨参数稳定性与样本外验证,旧库机械迁移，待复核,configs/research/R20260521-007/,results/v2/research/R20260521-007/,04_实验记录/EX-20260521T000000Z-mig-R20260521007B9B96_R20260521-007平滑上涨参数稳定性与样本外验证.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260521T000000Z-mig-R20260521008A7A63,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260521-008 平滑上涨 w80/q045 多周期样本外验证,旧库机械迁移，待复核,configs/research/R20260521-008/,results/v2/research/R20260521-008/,04_实验记录/EX-20260521T000000Z-mig-R20260521008A7A63_R20260521-008平滑上涨w80q045多周期样本外验证.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260521T000000Z-mig-R20260521009CE522,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260521-009 平滑上涨软排序实验,旧库机械迁移，待复核,configs/research/R20260521-009/,results/v2/research/R20260521-009/,04_实验记录/EX-20260521T000000Z-mig-R20260521009CE522_R20260521-009平滑上涨软排序实验.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260522T000000Z-mig-R20260522010691E3,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260522-010 ETF双池轮动适用市场环境归因,旧库机械迁移，待复核,configs/research/R20260521-009/,results/v2/research/R20260521-009/,04_实验记录/EX-20260522T000000Z-mig-R20260522010691E3_R20260522-010ETF双池轮动适用市场环境归因.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260522T000000Z-mig-R202605220118C2A9,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260522-011 市场状态识别文献库与 R010 设计,旧库机械迁移，待复核,N/A,N/A,04_实验记录/EX-20260522T000000Z-mig-R202605220118C2A9_R20260522-011市场状态识别文献库与R010设计.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260522T000000Z-mig-R202605220127CB6E,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260522-012 市场状态识别方法库建设,旧库机械迁移，待复核,N/A,N/A,04_实验记录/EX-20260522T000000Z-mig-R202605220127CB6E_R20260522-012市场状态识别方法库建设.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260523T000000Z-mig-R202605230131EEE2,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260523-013 R010-A市场状态识别规格书与接口设计,旧库机械迁移，待复核,N/A,N/A,04_实验记录/EX-20260523T000000Z-mig-R202605230131EEE2_R20260523-013R010-A市场状态识别规格书与接口设计.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260529T000000Z-mig-R202605290143E871,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260529-014 ETF双池全向防阴跌模块初测,旧库机械迁移，待复核,configs/v2_migrate_etf_dual_pool_all_weather_bear_defense_20200101_20260519.json,results/v2/research/R20260529-ETF-bear-defense/,04_实验记录/EX-20260529T000000Z-mig-R202605290143E871_R20260529-014ETF双池全向防阴跌模块初测.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260530T000000Z-mig-R20260530015AD411,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260530-015 原策略阴跌v2二元KillSwitch复现 — KILL,旧库机械迁移，待复核,configs/research/R20260530-015/,results/v2/research/R20260530-015/,04_实验记录/EX-20260530T000000Z-mig-R20260530015AD411_R20260530-015原策略阴跌v2二元KillSwitch复现—KILL.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260530T000000Z-mig-R202605300163B929,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260530-016 R010-A 市场状态日志首轮实现,旧库机械迁移，待复核,configs/research/R010-A/,results/v2/research/R010-A/,04_实验记录/EX-20260530T000000Z-mig-R202605300163B929_R20260530-016R010-A市场状态日志首轮实现.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260530T000000Z-mig-R20260530017F49CB,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260530-017 ETF双池Top5绝对动量2022复核,旧库机械迁移，待复核,configs/research/R20260530-017/,results/v2/research/R20260530-017/,04_实验记录/EX-20260530T000000Z-mig-R20260530017F49CB_R20260530-017ETF双池Top5绝对动量2022复核.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260530T000000Z-mig-R20260530018AF185,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260530-018 ETF双池回撤归因与防守触发源分析,旧库机械迁移，待复核,configs/research/R20260530-015/,results/v2/research/R20260530-018/,04_实验记录/EX-20260530T000000Z-mig-R20260530018AF185_R20260530-018ETF双池回撤归因与防守触发源分析.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260530T000000Z-mig-R2026053001929DC0,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260530-019 ETF双池池内动量衰竭状态日志,旧库机械迁移，待复核,configs/research/R20260530-019/,results/v2/research/R20260530-019/,04_实验记录/EX-20260530T000000Z-mig-R2026053001929DC0_R20260530-019ETF双池池内动量衰竭状态日志.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260530T000000Z-mig-R20260530020B9CD4,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260530-020 R010B分级防守动作日志实现,旧库机械迁移，待复核,configs/research/R010-B/,results/v2/research/R010-B/split_action_log/merged/,04_实验记录/EX-20260530T000000Z-mig-R20260530020B9CD4_R20260530-020R010B分级防守动作日志实现.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260530T000000Z-mig-R20260530020A41379,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R010-B 分段恢复记录,旧库机械迁移，待复核,configs/research/R010-B/,results/v2/research/R010-B/,04_实验记录/EX-20260530T000000Z-mig-R20260530020A41379_R010-B分段恢复记录.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260530T000000Z-mig-R20260530021A0513,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260530-021 R010B1动作消融首轮实现,旧库机械迁移，待复核,configs/research/R010-B1/,results/v2/research/R010-B1/; results/v2/research/R010-B2/a2_env_gate_avg046_split_analysis/; results/v2/research/R010-B2/a2_slope_threshold_2024_compare/; results/v2/research/R010-B2/a2_slope004_split_compare/; results/v2/research/R010-B2/a2_relative_slope004_residual_analysis/; results/v2/research/R010-B2/a2_slope004_new_leader_confirmation_analysis/; results/v2/research/R010-B2/a2_second_level_gate_audit/; results/v2/research/R010-B2/a2_env_relative_slope004_strict_2024/; results/v2/research/R010-B2/a2_env_relative_slope005_2024/; results/v2/research/R010-B3/filter_shadow_a2_slope003_2024_audit/; results/v2/research/R010-B3/b3_drawdown_coverage_a2_slope004/; results/v2/research/R010-B3/b3_all_weak_overlay_a2_slope004/; results/v2/research/R010-B3/b3_all_weak_formal_2024_compare/; results/v2/research/R010-B3/all_weak_cap_split_analysis_preview/; results/v2/research/R010-B3/r026_confirmation_layer_preview/; results/v2/research/R010-B3/cap90_promotion_audit/; results/v2/research/R010-B3/combined_candidate_spec_audit/; results/v2/research/R010-B3/live_strategy_audit/; results/v2/research/R20260531-026/b3_cap90_missed_windows/; results/v2/research/R20260531-026/b3_cap90_strength_switch/; results/v2/research/R20260531-026/b3_strength_switch_harm/; results/v2/research/R010-B3/all_weak_persist_limited2_cap80_analysis/; results/v2/research/R010-B3/all_weak_persist_limited2_cap80_analysis/preregistered_gate_audit/; results/v2/research/R010-B3/all_weak_persist_limited2_gate_median_or_breadth_cap80_2024/; results/v2/research/R010-B3/all_weak_persist_limited2_gate_median_or_breadth_cap80_analysis/; results/v2/research/R010-B3/gate_candidate_config_audit/; results/v2/research/R010-B3/gate_live_mapping_audit/; results/v2/research/R010-B3/gate_live_observation/,04_实验记录/EX-20260530T000000Z-mig-R20260530021A0513_R20260530-021R010B1动作消融首轮实现.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260531T000000Z-mig-R20260531022FBCDE,RD-20260605T115651Z-main-DP00,reviewed_observe_log_only,L1_readonly_legacy_review,R20260531-022 R010C动作启动信号诊断与重构,旧库R010-C动作启动信号经ARBE复核后仅支持日志层诊断，不支持交易化,N/A,results/v2/research/R010-C/,04_实验记录/EX-20260531T000000Z-mig-R20260531022FBCDE_R20260531-022R010C动作启动信号诊断与重构.md,DEC-20260608T003551Z-main-DYSF,2026-06-05T12:00:00Z,2026-06-08T00:40:30Z,R010-C能解释A0/A2部分失败样本，但A2样本外lift为负，不能直接当交易启动信号,引用EX-20260608T003333Z-main-ARBE；若继续需新开A1/A2/B3/tiered动作实验
EX-20260531T000000Z-mig-R20260531023034D3,RD-20260605T115651Z-main-DP00,reviewed_observe_log_only,L1_readonly_legacy_review,R20260531-023 R010C1 A0失速预警日志层首轮,旧库R010-C1 A0失速预警经ARBE复核后仅支持日志层观察，不支持降仓或切防御,scripts/research/analyze_r010c1_a0_exhaustion_watch.py; scripts/research/analyze_r010c1_warning_lead_lag.py,results/v2/research/R010-C1/a0_exhaustion_watch_audit/; results/v2/research/R010-C1/warning_lead_lag_audit/; results/v2/research/R010-C1/drawdown_coverage_audit/,04_实验记录/EX-20260531T000000Z-mig-R20260531023034D3_R20260531-023R010C1A0失速预警日志层首轮.md,DEC-20260608T003551Z-main-DYSF,2026-06-05T12:00:00Z,2026-06-08T00:40:30Z,C1 watch/strong分别80/11天，但-15%回撤窗口提前覆盖仅19.05%，2024覆盖为0,保留r010c1_*为日志字段；不得直接交易化
EX-20260531T000000Z-mig-R202605310243C468,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260531-024 R010D A1风险层启动方式重估,旧库机械迁移，待复核,scripts/research/analyze_r010d_action_ablation_2024.py,results/v2/research/R010-D/action_ablation_2024_summary/,04_实验记录/EX-20260531T000000Z-mig-R202605310243C468_R20260531-024R010DA1风险层启动方式重估.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260531T000000Z-mig-R20260531025E9D88,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260531-025 R010E条件抗抖首轮,旧库机械迁移，待复核,configs/research/R010-E/,results/v2/research/R010-E/,04_实验记录/EX-20260531T000000Z-mig-R20260531025E9D88_R20260531-025R010E条件抗抖首轮.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260601T000000Z-mig-R20260601027BA5D5,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260601-027 R026B-light-cap90离线实验预注册,旧库机械迁移，待复核,configs/research/R20260601-027/,results/v2/research/R20260601-027/,04_实验记录/EX-20260601T000000Z-mig-R20260601027BA5D5_R20260601-027R026B-light-cap90离线实验预注册.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260601T000000Z-mig-R2026060102845A88,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260601-028 B3-gate误拦截Top1斜率放松预注册,旧库机械迁移，待复核,configs/research/R20260601-028/,results/v2/research/R20260601-028/,04_实验记录/EX-20260601T000000Z-mig-R2026060102845A88_R20260601-028B3-gate误拦截Top1斜率放松预注册.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260601T000000Z-mig-R20260601028R010B405D28,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260601-028 R010B4 B3Gate强度分层研究,旧库机械迁移，待复核,configs/research/R010-B4/,results/v2/research/R010-B4/,04_实验记录/EX-20260601T000000Z-mig-R20260601028R010B405D28_R20260601-028R010B4B3Gate强度分层研究.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260601T000000Z-mig-R20260601029R010B4TIEREDBD1A7,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260601-029 R010B4 B3Gate强度分层TieredV2预注册,旧库机械迁移，待复核,configs/research/R010-B4/,results/v2/research/R010-B4/tiered_v2_split_summary/,04_实验记录/EX-20260601T000000Z-mig-R20260601029R010B4TIEREDBD1A7_R20260601-029R010B4B3Gate强度分层TieredV2预注册.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260602T000000Z-mig-R20260602030R020A2021GAPEE638,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260602-030 R020A 2021慢性失速只读标签审计,旧库机械迁移，待复核,N/A,results/v2/research/R020/2021_gap_watch_label_audit/,04_实验记录/EX-20260602T000000Z-mig-R20260602030R020A2021GAPEE638_R20260602-030R020A2021慢性失速只读标签审计.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260602T000000Z-mig-R20260602031R020AWATCHLA58A1D,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260602-031 R020A 只读标签独立窗口外推审计,旧库机械迁移，待复核,N/A,results/v2/research/R020/2021_gap_watch_label_oos_windows/,04_实验记录/EX-20260602T000000Z-mig-R20260602031R020AWATCHLA58A1D_R20260602-031R020A只读标签独立窗口外推审计.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260602T000000Z-mig-R20260602032R020BSINGLEL341C9,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260602-032 R020B 单项只读标签拆解与触发器边界,旧库机械迁移，待复核,N/A,results/v2/research/R020/single_label_decomposition/,04_实验记录/EX-20260602T000000Z-mig-R20260602032R020BSINGLEL341C9_R20260602-032R020B单项只读标签拆解与触发器边界.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260602T000000Z-mig-R20260602033R010B2A2SECO816D2,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260602-033 R010B2 A2二级观察门控稳定性复核,旧库机械迁移，待复核,N/A,results/v2/research/R010-B2/a2_second_level_gate_stability_audit/,04_实验记录/EX-20260602T000000Z-mig-R20260602033R010B2A2SECO816D2_R20260602-033R010B2A2二级观察门控稳定性复核.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260602T000000Z-mig-R20260602034M001MULTISTR23132,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260602-034 M001 多策略状态归因输入清单审计,旧库机械迁移，待复核,N/A,results/v2/research/MULTI-STATE-ATTRIBUTION/input_inventory/,04_实验记录/EX-20260602T000000Z-mig-R20260602034M001MULTISTR23132_R20260602-034M001多策略状态归因输入清单审计.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260602T000000Z-mig-R20260602035M002ETFFAMILC9A62,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260602-035 M002 ETF族状态归因首轮,旧库机械迁移，待复核,N/A,results/v2/research/MULTI-STATE-ATTRIBUTION/etf_family_state_attribution/,04_实验记录/EX-20260602T000000Z-mig-R20260602035M002ETFFAMILC9A62_R20260602-035M002ETF族状态归因首轮.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
EX-20260602T000000Z-mig-R20260602036M003NONETFEQ9CBB6,RD-20260605T115651Z-main-DP00,migrated_unverified,legacy_raw,R20260602-036 M003 非ETF可比净值候选发现审计,旧库机械迁移，待复核,N/A,results/v2/research/MULTI-STATE-ATTRIBUTION/non_etf_equity_discovery/,04_实验记录/EX-20260602T000000Z-mig-R20260602036M003NONETFEQ9CBB6_R20260602-036M003非ETF可比净值候选发现审计.md,,2026-06-05T12:00:00Z,2026-06-05T12:00:00Z,旧库迁移记录，不能直接作为新库有效结论,按新库研究质量审计规范复核
