"lit_id","status","category","title","authors","year","journal","url","file","related_rd_ids","created_at_utc","updated_at_utc","next_action"
"LIT-20260603T000000Z-mig-H18FDAE0D18FDA","migrated_unverified","旧库迁移","文献笔记","","","","","06_文献资料/08_已归档/LIT-20260603T000000Z-mig-H18FDAE0D18FDA_文献笔记.md","","2026-06-05T12:00:00Z","2026-06-05T12:00:00Z","复核来源、数据和可转化灵感"
"LIT-20260605T133336Z-main-67C4","active","文献映射","score过热拥挤机制文献映射","Jegadeesh; Titman; Moskowitz; Grinblatt; George; Hwang; Gervais; Kaniel; Mingelgrin; Barroso; Santa-Clara; Daniel; Moreira; Muir; Lou; Polk","1993-2022","Journal of Finance; Journal of Financial Economics; Review of Financial Studies","","06_文献资料/00_待处理/LIT-20260605T133336Z-main-67C4_score过热拥挤机制文献映射.md","RD-20260605T133318Z-main-H6V3","2026-06-05T13:33:36Z","2026-06-05T13:33:36Z","基于文献变量构造52周高点、成交量冲击、相关性和动量崩盘状态面板"
"LIT-20260605T133500Z-main-E46H","todo","顶刊启发","Time Series Momentum","Tobias J. Moskowitz; Yao Hua Ooi; Lasse Heje Pedersen","2012","Journal of Financial Economics","https://pages.stern.nyu.edu/~lpederse/papers/TimeSeriesMomentum.pdf","06_文献资料/00_待处理/LIT-20260605T133500Z-main-E46H_Time Series Momentum.md","RD-20260605T131301Z-main-KC7N","2026-06-05T13:35:00Z","2026-06-05T13:36:00Z","用于主题簇主线确认的趋势延续机制启发，不作为交易结论"
"LIT-20260605T133518Z-main-ZU9R","todo","顶刊启发","Do Industries Lead Stock Markets","Harrison Hong; Walter Torous; Rossen Valkanov","2007","Journal of Financial Economics","https://www.columbia.edu/~hh2679/industry-12-05-05.pdf","06_文献资料/00_待处理/LIT-20260605T133518Z-main-ZU9R_Do Industries Lead Stock Markets.md","RD-20260605T131301Z-main-KC7N","2026-06-05T13:35:18Z","2026-06-05T13:36:00Z","用于主题信息逐步扩散机制启发，不作为交易结论"
"LIT-20260607T081500Z-main-JQML","active","社区策略来源","聚宽公开微盘低价涨停保护策略","聚宽社区用户","2026","JoinQuant Community","https://www.joinquant.com/view/community/detail/a11736fbd24fef503e93fdcad385a9e2?type=1","06_文献资料/00_待处理/LIT-20260607T081500Z-main-JQML_聚宽公开微盘低价涨停保护策略.md","RD-20260603T000000Z-mig-HD5EEBAA8D5EEB","2026-06-07T08:15:00Z","2026-06-07T08:15:00Z","仅作为WS6K复现实验来源；公开版已被DPRK修订决策阻断实盘"
"LIT-20260613T002924Z-main-RY67","active","顶刊综述","顶刊盘中交易与注意力机制灵感综述","Heston; Korajczyk; Sadka; Lou; Polk; Skouras; Bogousslavsky; Barber; Odean; Da; Engelberg; Gao; Kaniel; Saar; Titman; Chordia; Roll; Subrahmanyam; Ben-David; Franzoni; Moussawi","2002-2021","Journal of Finance; Journal of Financial Economics; Review of Financial Studies","https://ideas.repec.org/a/bla/jfinan/v65y2010i4p1369-1407.html","06_文献资料/00_待处理/LIT-20260613T002924Z-main-RY67_顶刊盘中交易与注意力机制灵感综述.md","RD-20260613T002916Z-main-5BNB","2026-06-13T00:29:24Z","2026-06-13T01:10:00Z","将半小时日内延续、隔夜/日内拉扯、注意力买入、订单不平衡和ETF流动性冲击转化为13:09盘中事件假设。"
"LIT-20260614T112624Z-main-WEVV","active","顶刊因子","残差动量 Blitz Huij Martens 2011","David Blitz; Joop Huij; Martin Martens","2011","Journal of Empirical Finance","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2319861","06_文献资料/00_待处理/LIT-20260614T112624Z-main-WEVV_残差动量Blitz Huij Martens 2011.md","RD-20260614T115209Z-main-T6R6","2026-06-14T11:26:24Z","2026-06-14T17:40:00Z","转化为残差动量评分器，与现有25日加权回归路径做四段formal对照。"
"LIT-20260614T112631Z-main-A9BK","active","顶刊因子","52周高点动量 George Hwang 2004","Thomas J. George; Chuan-Yang Hwang","2004","The Journal of Finance","https://www.bauer.uh.edu/tgeorge/papers/gh4-paper.pdf","06_文献资料/00_待处理/LIT-20260614T112631Z-main-A9BK_52周高点动量George Hwang 2004.md","RD-20260614T115209Z-main-R25X","2026-06-14T11:26:31Z","2026-06-14T17:40:00Z","转化为nearness ratio第二信号，与25日动量组合评分做四段formal对照。"
"LIT-20260614T112631Z-main-VY4K","active","顶刊防御","动量崩溃保护 Daniel Moskowitz 2016","Kent Daniel; Tobias J. Moskowitz","2016","Journal of Financial Economics","https://onlinelibrary.wiley.com/doi/abs/10.1111/jofi.12513","06_文献资料/00_待处理/LIT-20260614T112631Z-main-VY4K_动量崩溃保护Daniel Moskowitz 2016.md","RD-20260614T115209Z-main-MCYG","2026-06-14T11:26:31Z","2026-06-14T17:40:00Z","转化为DM式事前暴露管理层，作为B3/tiered-v2事后门控的补充。需区分于G4NN宽基vol target。"
"LIT-20260617T204327Z-main-6JY4","active","顶刊综述","顶刊横截面机器学习与特征压缩综述","Gu; Kelly; Xiu; Light; Maslov; Rytchkov; Kelly; Pruitt; Su; Kozak; Nagel; Santosh; Freyberger; Neuhierl; Weber","2017-2020","Review of Financial Studies; Journal of Financial Economics","https://academic.oup.com/rfs/article/33/5/2223/5758276","06_文献资料/00_待处理/LIT-20260617T204327Z-main-6JY4_顶刊横截面机器学习与特征压缩综述.md","RD-20260617T204310Z-main-Q88K","2026-06-17T20:43:27Z","2026-06-17T20:58:00Z","转化为非R方横截面排序只读面板。MTEX显示PLS/Ridge未过门槛；fixed blend有探索线索但需另开组合级formal。"
"LIT-20260617T220410Z-main-RDHA","active","顶刊综述","顶刊拟合目标替代与动量崩溃前置暴露","Koenker; Bassett; Gneiting; Raftery; Moreira; Muir; Gu; Kelly; Xiu; Kelly; Pruitt; Su; Kozak; Nagel; Santosh","1978-2020","Econometrica; JASA; Journal of Finance; Review of Financial Studies; Journal of Financial Economics; Journal of Econometrics","https://academic.oup.com/rfs/article/33/5/2223/5758276","06_文献资料/00_待处理/LIT-20260617T220410Z-main-RDHA_顶刊拟合目标替代与动量崩溃前置暴露.md","RD-20260614T115209Z-main-MCYG;RD-20260617T204310Z-main-Q88K","2026-06-17T22:04:10Z","2026-06-18T05:31:22Z","将R方之外的拟合目标收束为分位数损失、概率评分、经济目标、监督降维和状态暴露；Q88K非R方排序失败，B6FL/5LLS动作化失败；K3YL只读通过但Z78J状态转移守门失败，后续不得扩同一overheat动作参数。"
"LIT-20260619T104218Z-main-66QH","active","顶刊综述","顶刊K线成交量过热修复因子机制综述","Jegadeesh; Titman; Lo; Mamaysky; Wang; Lee; Swaminathan; Llorente; Michaely; Saar; George; Hwang; Daniel; Moskowitz; Barber; Odean; Da; Gurun; Warachka; Baker; Wurgler; Stambaugh; Pastor; Bali; Cakici; Whitelaw","1993-2016","Journal of Finance; Review of Financial Studies; Journal of Financial Economics; Journal of Political Economy","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=228099","06_文献资料/00_待处理/LIT-20260619T104218Z-main-66QH_顶刊K线成交量过热修复因子机制综述.md","RD-20260619T083919Z-main-WEMY","2026-06-19T10:42:18Z","2026-06-19T10:55:00Z","将顶刊量价、注意力、流动性、彩票偏好、市场状态机制转化为16个非QMT量价结构候选；下一步新开WEMY非QMT量价结构状态机预注册。"
"LIT-20260620T022539Z-main-36A6","todo","顶刊因子","MAX彩票式过热 Bali Cakici Whitelaw 2011","Turan G. Bali; Nusret Cakici; Robert F. Whitelaw","2011","Journal of Financial Economics","https://www.sciencedirect.com/science/article/abs/pii/S0304405X1000190X","06_文献资料/00_待处理/LIT-20260620T022539Z-main-36A6_MAX彩票式过热BaliCakiciWhitelaw2011.md","RD-20260620T022601Z-main-GHZL","2026-06-20T02:25:39Z","2026-06-20T02:25:39Z","转化为MAX彩票式过热只读面板，用Bali十分位深化A28的m04 strong hint并补涨停制度交互与四类负控。"
